"","location","date","temp","sun","wind","time","count","search_terms","lon","lat"
"175","Durston &  N 15th Ave","2012-09-12",55,"cloudy","windy","6:30-6:45",12,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"176","Church & Story (at Galligator trail)","2012-09-12",55,"cloudy","windy","6:30-6:45",10,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"177","Grant & S 7th Ave","2012-09-12",55,"cloudy","windy","6:30-6:45",31,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"178","Main & W Babcock St (at S 23rd near Albertsons)","2012-09-12",55,"cloudy","windy","6:30-6:45",6,"Main & W Babcock St (at S 23rd near Albertsons) bozeman, montana",-111.0652058,45.6768407
"179","Trail crossing & Highland Drive","2012-09-12",55,"cloudy","windy","6:30-6:45",2,"Trail crossing & Highland Drive bozeman, montana",-111.0069564,45.6616514
"180","MSU Centennial Mall (best vantage point","2012-09-12",55,"cloudy","windy","6:30-6:45",44,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
"181","College & S 11th Ave","2012-09-12",55,"cloudy","windy","6:45-7:00",39,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"182","Kagy & S 3rd Ave","2012-09-12",55,"cloudy","windy","6:45-7:00",8,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"183","Kagy & S 7th Ave","2012-09-12",55,"cloudy","windy","6:45-7:00",10,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"184","Lamme & N Grand Ave","2012-09-12",55,"cloudy","windy","6:45-7:00",8,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"185","Peach & N Rouse Ave","2012-09-12",55,"cloudy","windy","6:45-7:00",6,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"186","Garfield & W Main / Huffine","2012-09-12",55,"cloudy","windy","6:45-7:00",2,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
"187","Durston &  N 15th Ave","2012-09-12",55,"cloudy","windy","6:45-7:00",11,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"188","Church & Story (at Galligator trail)","2012-09-12",55,"cloudy","windy","6:45-7:00",12,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"189","Grant & S 7th Ave","2012-09-12",55,"cloudy","windy","6:45-7:00",19,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"190","Main & W Babcock St (at S 23rd near Albertsons)","2012-09-12",55,"cloudy","windy","6:45-7:00",13,"Main & W Babcock St (at S 23rd near Albertsons) bozeman, montana",-111.0652058,45.6768407
"191","Trail crossing & Highland Drive","2012-09-12",55,"cloudy","windy","6:45-7:00",3,"Trail crossing & Highland Drive bozeman, montana",-111.0069564,45.6616514
"192","MSU Centennial Mall (best vantage point","2012-09-12",55,"cloudy","windy","6:45-7:00",36,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
"193","College & S 11th Ave","2012-09-13",75,"sunny","calm","5:00-5:15",36,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"194","Kagy & S 3rd Ave","2012-09-13",75,"sunny","calm","5:00-5:15",21,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"195","Kagy & S 7th Ave","2012-09-13",75,"sunny","calm","5:00-5:15",12,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"196","Lamme & N Grand Ave","2012-09-13",75,"sunny","calm","5:00-5:15",10,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"197","Peach & N Rouse Ave","2012-09-13",75,"sunny","calm","5:00-5:15",8,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"198","Garfield & W Main / Huffine","2012-09-13",75,"sunny","calm","5:00-5:15",5,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
"199","Durston &  N 15th Ave","2012-09-13",75,"sunny","calm","5:00-5:15",13,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"200","Church & Story (at Galligator trail)","2012-09-13",75,"sunny","calm","5:00-5:15",17,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"201","Grant & S 7th Ave","2012-09-13",75,"sunny","calm","5:00-5:15",55,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"202","Main & W Babcock St (at S 23rd near Albertsons)","2012-09-13",75,"sunny","calm","5:00-5:15",10,"Main & W Babcock St (at S 23rd near Albertsons) bozeman, montana",-111.0652058,45.6768407
"203","Trail crossing & Highland Drive","2012-09-13",75,"sunny","calm","5:00-5:15",5,"Trail crossing & Highland Drive bozeman, montana",-111.0069564,45.6616514
"204","MSU Centennial Mall (best vantage point","2012-09-13",75,"sunny","calm","5:00-5:15",19,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
"205","College & S 11th Ave","2012-09-13",75,"sunny","calm","5:15-5:30",16,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"206","Kagy & S 3rd Ave","2012-09-13",75,"sunny","calm","5:15-5:30",11,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"207","Kagy & S 7th Ave","2012-09-13",75,"sunny","calm","5:15-5:30",12,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"208","Lamme & N Grand Ave","2012-09-13",75,"sunny","calm","5:15-5:30",15,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"209","Peach & N Rouse Ave","2012-09-13",75,"sunny","calm","5:15-5:30",8,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"210","Garfield & W Main / Huffine","2012-09-13",75,"sunny","calm","5:15-5:30",6,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
"211","Durston &  N 15th Ave","2012-09-13",75,"sunny","calm","5:15-5:30",14,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"212","Church & Story (at Galligator trail)","2012-09-13",75,"sunny","calm","5:15-5:30",15,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"213","Grant & S 7th Ave","2012-09-13",75,"sunny","calm","5:15-5:30",22,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"214","Main & W Babcock St (at S 23rd near Albertsons)","2012-09-13",75,"sunny","calm","5:15-5:30",11,"Main & W Babcock St (at S 23rd near Albertsons) bozeman, montana",-111.0652058,45.6768407
"215","Trail crossing & Highland Drive","2012-09-13",75,"sunny","calm","5:15-5:30",3,"Trail crossing & Highland Drive bozeman, montana",-111.0069564,45.6616514
"216","MSU Centennial Mall (best vantage point","2012-09-13",75,"sunny","calm","5:15-5:30",37,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
"217","College & S 11th Ave","2012-09-13",75,"sunny","calm","5:30-5:45",30,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"218","Kagy & S 3rd Ave","2012-09-13",75,"sunny","calm","5:30-5:45",11,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"219","Kagy & S 7th Ave","2012-09-13",75,"sunny","calm","5:30-5:45",22,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"220","Lamme & N Grand Ave","2012-09-13",75,"sunny","calm","5:30-5:45",6,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"221","Peach & N Rouse Ave","2012-09-13",75,"sunny","calm","5:30-5:45",15,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"222","Garfield & W Main / Huffine","2012-09-13",75,"sunny","calm","5:30-5:45",3,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
"223","Durston &  N 15th Ave","2012-09-13",75,"sunny","calm","5:30-5:45",14,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"224","Church & Story (at Galligator trail)","2012-09-13",75,"sunny","calm","5:30-5:45",8,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"225","Grant & S 7th Ave","2012-09-13",75,"sunny","calm","5:30-5:45",23,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"226","Main & W Babcock St (at S 23rd near Albertsons)","2012-09-13",75,"sunny","calm","5:30-5:45",8,"Main & W Babcock St (at S 23rd near Albertsons) bozeman, montana",-111.0652058,45.6768407
"227","Trail crossing & Highland Drive","2012-09-13",75,"sunny","calm","5:30-5:45",1,"Trail crossing & Highland Drive bozeman, montana",-111.0069564,45.6616514
"228","MSU Centennial Mall (best vantage point","2012-09-13",75,"sunny","calm","5:30-5:45",35,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
"229","College & S 11th Ave","2012-09-13",75,"sunny","calm","5:45-6:00",27,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"230","Kagy & S 3rd Ave","2012-09-13",75,"sunny","calm","5:45-6:00",11,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"231","Kagy & S 7th Ave","2012-09-13",75,"sunny","calm","5:45-6:00",19,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"232","Lamme & N Grand Ave","2012-09-13",75,"sunny","calm","5:45-6:00",6,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"233","Peach & N Rouse Ave","2012-09-13",75,"sunny","calm","5:45-6:00",8,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"234","Garfield & W Main / Huffine","2012-09-13",75,"sunny","calm","5:45-6:00",1,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
"235","Durston &  N 15th Ave","2012-09-13",75,"sunny","calm","5:45-6:00",12,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"236","Church & Story (at Galligator trail)","2012-09-13",75,"sunny","calm","5:45-6:00",17,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"237","Grant & S 7th Ave","2012-09-13",75,"sunny","calm","5:45-6:00",27,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"238","Main & W Babcock St (at S 23rd near Albertsons)","2012-09-13",75,"sunny","calm","5:45-6:00",18,"Main & W Babcock St (at S 23rd near Albertsons) bozeman, montana",-111.0652058,45.6768407
"239","Trail crossing & Highland Drive","2012-09-13",75,"sunny","calm","5:45-6:00",1,"Trail crossing & Highland Drive bozeman, montana",-111.0069564,45.6616514
"240","MSU Centennial Mall (best vantage point","2012-09-13",75,"sunny","calm","5:45-6:00",35,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
"241","College & S 11th Ave","2012-09-13",75,"sunny","calm","6:00-6:15",22,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"242","Kagy & S 3rd Ave","2012-09-13",75,"sunny","calm","6:00-6:15",6,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"243","Kagy & S 7th Ave","2012-09-13",75,"sunny","calm","6:00-6:15",5,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"244","Lamme & N Grand Ave","2012-09-13",75,"sunny","calm","6:00-6:15",5,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"245","Peach & N Rouse Ave","2012-09-13",75,"sunny","calm","6:00-6:15",11,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"246","Garfield & W Main / Huffine","2012-09-13",75,"sunny","calm","6:00-6:15",5,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
"247","Durston &  N 15th Ave","2012-09-13",75,"sunny","calm","6:00-6:15",12,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"248","Church & Story (at Galligator trail)","2012-09-13",75,"sunny","calm","6:00-6:15",28,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"249","Grant & S 7th Ave","2012-09-13",75,"sunny","calm","6:00-6:15",20,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"250","Main & W Babcock St (at S 23rd near Albertsons)","2012-09-13",75,"sunny","calm","6:00-6:15",9,"Main & W Babcock St (at S 23rd near Albertsons) bozeman, montana",-111.0652058,45.6768407
"251","Trail crossing & Highland Drive","2012-09-13",75,"sunny","calm","6:00-6:15",3,"Trail crossing & Highland Drive bozeman, montana",-111.0069564,45.6616514
"252","MSU Centennial Mall (best vantage point","2012-09-13",75,"sunny","calm","6:00-6:15",22,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
"253","College & S 11th Ave","2012-09-13",75,"sunny","calm","6:15-6:30",18,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"254","Kagy & S 3rd Ave","2012-09-13",75,"sunny","calm","6:15-6:30",17,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"255","Kagy & S 7th Ave","2012-09-13",75,"sunny","calm","6:15-6:30",11,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"256","Lamme & N Grand Ave","2012-09-13",75,"sunny","calm","6:15-6:30",3,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"257","Peach & N Rouse Ave","2012-09-13",75,"sunny","calm","6:15-6:30",9,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"258","Garfield & W Main / Huffine","2012-09-13",75,"sunny","calm","6:15-6:30",0,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
"259","Durston &  N 15th Ave","2012-09-13",75,"sunny","calm","6:15-6:30",12,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"260","Church & Story (at Galligator trail)","2012-09-13",75,"sunny","calm","6:15-6:30",10,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"261","Grant & S 7th Ave","2012-09-13",75,"sunny","calm","6:15-6:30",33,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"262","Main & W Babcock St (at S 23rd near Albertsons)","2012-09-13",75,"sunny","calm","6:15-6:30",7,"Main & W Babcock St (at S 23rd near Albertsons) bozeman, montana",-111.0652058,45.6768407
"263","Trail crossing & Highland Drive","2012-09-13",75,"sunny","calm","6:15-6:30",1,"Trail crossing & Highland Drive bozeman, montana",-111.0069564,45.6616514
"264","MSU Centennial Mall (best vantage point","2012-09-13",75,"sunny","calm","6:15-6:30",19,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
"265","College & S 11th Ave","2012-09-13",75,"sunny","calm","6:30-6:45",22,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"266","Kagy & S 3rd Ave","2012-09-13",75,"sunny","calm","6:30-6:45",18,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"267","Kagy & S 7th Ave","2012-09-13",75,"sunny","calm","6:30-6:45",10,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"268","Lamme & N Grand Ave","2012-09-13",75,"sunny","calm","6:30-6:45",8,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"269","Peach & N Rouse Ave","2012-09-13",75,"sunny","calm","6:30-6:45",15,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"270","Garfield & W Main / Huffine","2012-09-13",75,"sunny","calm","6:30-6:45",3,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
"271","Durston &  N 15th Ave","2012-09-13",75,"sunny","calm","6:30-6:45",8,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"272","Church & Story (at Galligator trail)","2012-09-13",75,"sunny","calm","6:30-6:45",13,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"273","Grant & S 7th Ave","2012-09-13",75,"sunny","calm","6:30-6:45",23,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"274","Main & W Babcock St (at S 23rd near Albertsons)","2012-09-13",75,"sunny","calm","6:30-6:45",16,"Main & W Babcock St (at S 23rd near Albertsons) bozeman, montana",-111.0652058,45.6768407
"275","Trail crossing & Highland Drive","2012-09-13",75,"sunny","calm","6:30-6:45",2,"Trail crossing & Highland Drive bozeman, montana",-111.0069564,45.6616514
"276","MSU Centennial Mall (best vantage point","2012-09-13",75,"sunny","calm","6:30-6:45",27,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
"277","College & S 11th Ave","2012-09-13",75,"sunny","calm","6:45-7:00",21,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"278","Kagy & S 3rd Ave","2012-09-13",75,"sunny","calm","6:45-7:00",5,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"279","Kagy & S 7th Ave","2012-09-13",75,"sunny","calm","6:45-7:00",7,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"280","Lamme & N Grand Ave","2012-09-13",75,"sunny","calm","6:45-7:00",4,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"281","Peach & N Rouse Ave","2012-09-13",75,"sunny","calm","6:45-7:00",9,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"282","Garfield & W Main / Huffine","2012-09-13",75,"sunny","calm","6:45-7:00",3,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
"283","Durston &  N 15th Ave","2012-09-13",75,"sunny","calm","6:45-7:00",8,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"284","Church & Story (at Galligator trail)","2012-09-13",75,"sunny","calm","6:45-7:00",24,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"285","Grant & S 7th Ave","2012-09-13",75,"sunny","calm","6:45-7:00",22,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"286","Main & W Babcock St (at S 23rd near Albertsons)","2012-09-13",75,"sunny","calm","6:45-7:00",6,"Main & W Babcock St (at S 23rd near Albertsons) bozeman, montana",-111.0652058,45.6768407
"287","Trail crossing & Highland Drive","2012-09-13",75,"sunny","calm","6:45-7:00",0,"Trail crossing & Highland Drive bozeman, montana",-111.0069564,45.6616514
"288","MSU Centennial Mall (best vantage point","2012-09-13",75,"sunny","calm","6:45-7:00",27,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
"289","College & S 11th Ave","2013-09-10",70,"sunny",NA,"5:00-5:15",47,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"290","Kagy & S 3rd Ave","2013-09-10",70,"sunny",NA,"5:00-5:15",12,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"291","Kagy & S 7th Ave","2013-09-10",70,"sunny",NA,"5:00-5:15",10,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"292","Lamme & N Grand Ave","2013-09-10",70,"sunny",NA,"5:00-5:15",9,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"293","Peach & N Rouse Ave","2013-09-10",70,"sunny",NA,"5:00-5:15",11,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"294","Garfield & W Main / Huffine","2013-09-10",70,"sunny",NA,"5:00-5:15",16,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
"295","Durston &  N 15th Ave","2013-09-10",70,"sunny",NA,"5:00-5:15",11,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"296","Church & Story (at Galligator trail)","2013-09-10",70,"sunny",NA,"5:00-5:15",28,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"297","Grant & S 7th Ave","2013-09-10",70,"sunny",NA,"5:00-5:15",36,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"298","Main & W Babcock St (at S 23rd near Albertsons)","2013-09-10",70,"sunny",NA,"5:00-5:15",NA,"Main & W Babcock St (at S 23rd near Albertsons) bozeman, montana",-111.0652058,45.6768407
"299","Kagy & Highland Drive (new location in 2013)","2013-09-10",70,"sunny",NA,"5:00-5:15",4,"Kagy & Highland Drive (new location in 2013) bozeman, montana",-111.017597,45.669176
"300","MSU Centennial Mall (best vantage point","2013-09-10",70,"sunny",NA,"5:00-5:15",62,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
"301","Koch & S. 8th (Story in 2012 due to construction)","2013-09-10",70,"sunny",NA,"5:00-5:15",23,"Koch & S. 8th (Story in 2012 due to construction) bozeman, montana",-111.0429339,45.6769979
"302","E Main & Wallace","2013-09-10",70,"sunny",NA,"5:00-5:15",33,"E Main & Wallace bozeman, montana",-111.0285317,45.6793621
"303","E Olive & Willson","2013-09-10",70,"sunny",NA,"5:00-5:15",23,"E Olive & Willson bozeman, montana",-111.0426285,45.6788325
"304","College & S 11th Ave","2013-09-10",70,"sunny",NA,"5:15-5:30",54,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"305","Kagy & S 3rd Ave","2013-09-10",70,"sunny",NA,"5:15-5:30",13,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"306","Kagy & S 7th Ave","2013-09-10",70,"sunny",NA,"5:15-5:30",15,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"307","Lamme & N Grand Ave","2013-09-10",70,"sunny",NA,"5:15-5:30",6,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"308","Peach & N Rouse Ave","2013-09-10",70,"sunny",NA,"5:15-5:30",10,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"309","Garfield & W Main / Huffine","2013-09-10",70,"sunny",NA,"5:15-5:30",6,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
"310","Durston &  N 15th Ave","2013-09-10",70,"sunny",NA,"5:15-5:30",9,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"311","Church & Story (at Galligator trail)","2013-09-10",70,"sunny",NA,"5:15-5:30",21,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"312","Grant & S 7th Ave","2013-09-10",70,"sunny",NA,"5:15-5:30",49,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"313","Main & W Babcock St (at S 23rd near Albertsons)","2013-09-10",70,"sunny",NA,"5:15-5:30",13,"Main & W Babcock St (at S 23rd near Albertsons) bozeman, montana",-111.0652058,45.6768407
"314","Kagy & Highland Drive (new location in 2013)","2013-09-10",70,"sunny",NA,"5:15-5:30",4,"Kagy & Highland Drive (new location in 2013) bozeman, montana",-111.017597,45.669176
"315","MSU Centennial Mall (best vantage point","2013-09-10",70,"sunny",NA,"5:15-5:30",56,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
"316","Koch & S. 8th (Story in 2012 due to construction)","2013-09-10",70,"sunny",NA,"5:15-5:30",20,"Koch & S. 8th (Story in 2012 due to construction) bozeman, montana",-111.0429339,45.6769979
"317","E Main & Wallace","2013-09-10",70,"sunny",NA,"5:15-5:30",40,"E Main & Wallace bozeman, montana",-111.0285317,45.6793621
"318","E Olive & Willson","2013-09-10",70,"sunny",NA,"5:15-5:30",14,"E Olive & Willson bozeman, montana",-111.0426285,45.6788325
"319","College & S 11th Ave","2013-09-10",70,"sunny",NA,"5:30-5:45",32,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"320","Kagy & S 3rd Ave","2013-09-10",70,"sunny",NA,"5:30-5:45",16,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"321","Kagy & S 7th Ave","2013-09-10",70,"sunny",NA,"5:30-5:45",16,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"322","Lamme & N Grand Ave","2013-09-10",70,"sunny",NA,"5:30-5:45",3,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"323","Peach & N Rouse Ave","2013-09-10",70,"sunny",NA,"5:30-5:45",8,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"324","Garfield & W Main / Huffine","2013-09-10",70,"sunny",NA,"5:30-5:45",3,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
"325","Durston &  N 15th Ave","2013-09-10",70,"sunny",NA,"5:30-5:45",12,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"326","Church & Story (at Galligator trail)","2013-09-10",70,"sunny",NA,"5:30-5:45",37,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"327","Grant & S 7th Ave","2013-09-10",70,"sunny",NA,"5:30-5:45",32,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"328","Main & W Babcock St (at S 23rd near Albertsons)","2013-09-10",70,"sunny",NA,"5:30-5:45",17,"Main & W Babcock St (at S 23rd near Albertsons) bozeman, montana",-111.0652058,45.6768407
"329","Kagy & Highland Drive (new location in 2013)","2013-09-10",70,"sunny",NA,"5:30-5:45",3,"Kagy & Highland Drive (new location in 2013) bozeman, montana",-111.017597,45.669176
"330","MSU Centennial Mall (best vantage point","2013-09-10",70,"sunny",NA,"5:30-5:45",56,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
"331","Koch & S. 8th (Story in 2012 due to construction)","2013-09-10",70,"sunny",NA,"5:30-5:45",17,"Koch & S. 8th (Story in 2012 due to construction) bozeman, montana",-111.0429339,45.6769979
"332","E Main & Wallace","2013-09-10",70,"sunny",NA,"5:30-5:45",14,"E Main & Wallace bozeman, montana",-111.0285317,45.6793621
"333","E Olive & Willson","2013-09-10",70,"sunny",NA,"5:30-5:45",16,"E Olive & Willson bozeman, montana",-111.0426285,45.6788325
"334","College & S 11th Ave","2013-09-10",70,"sunny",NA,"5:45-6:00",55,"College & S 11th Ave bozeman, montana",-111.0497201,45.6708017
"335","Kagy & S 3rd Ave","2013-09-10",70,"sunny",NA,"5:45-6:00",14,"Kagy & S 3rd Ave bozeman, montana",-111.0417608,45.6566129
"336","Kagy & S 7th Ave","2013-09-10",70,"sunny",NA,"5:45-6:00",23,"Kagy & S 7th Ave bozeman, montana",-111.0467198,45.6603288
"337","Lamme & N Grand Ave","2013-09-10",70,"sunny",NA,"5:45-6:00",4,"Lamme & N Grand Ave bozeman, montana",-111.0400182,45.6813079
"338","Peach & N Rouse Ave","2013-09-10",70,"sunny",NA,"5:45-6:00",10,"Peach & N Rouse Ave bozeman, montana",-111.0317219,45.6855728
"339","Garfield & W Main / Huffine","2013-09-10",70,"sunny",NA,"5:45-6:00",5,"Garfield & W Main / Huffine bozeman, montana",-111.0764603,45.6716595
"340","Durston &  N 15th Ave","2013-09-10",70,"sunny",NA,"5:45-6:00",11,"Durston &  N 15th Ave bozeman, montana",-111.0567597,45.6856952
"341","Church & Story (at Galligator trail)","2013-09-10",70,"sunny",NA,"5:45-6:00",45,"Church & Story (at Galligator trail) bozeman, montana",-111.0306755,45.6733571
"342","Grant & S 7th Ave","2013-09-10",70,"sunny",NA,"5:45-6:00",45,"Grant & S 7th Ave bozeman, montana",-111.0467,45.6651792
"343","Main & W Babcock St (at S 23rd near Albertsons)","2013-09-10",70,"sunny",NA,"5:45-6:00",16,"Main & W Babcock St (at S 23rd near Albertsons) bozeman, montana",-111.0652058,45.6768407
"344","Kagy & Highland Drive (new location in 2013)","2013-09-10",70,"sunny",NA,"5:45-6:00",4,"Kagy & Highland Drive (new location in 2013) bozeman, montana",-111.017597,45.669176
"345","MSU Centennial Mall (best vantage point","2013-09-10",70,"sunny",NA,"5:45-6:00",77,"MSU Centennial Mall (best vantage point bozeman, montana",-111.0546211,45.6673524
"346","Koch & S. 8th (Story in 2012 due to construction)","2013-09-10",70,"sunny",NA,"5:45-6:00",16,"Koch & S. 8th (Story in 2012 due to construction) bozeman, montana",-111.0429339,45.6769979
"347","E Main & Wallace","2013-09-10",70,"sunny",NA,"5:45-6:00",42,"E Main & Wallace bozeman, montana",-111.0285317,45.6793621
"348","E Olive & Willson","2013-09-10",70,"sunny",NA,"5:45-6:00",15,"E Olive & Willson bozeman, montana",-111.0426285,45.6788325
